00VD               20250212                                                                                   
0601VDN6N       20250101000470100000005000 0600000000000119   
0601VDN6N       20250101000475100000005000 0600000000000129   
0601VDN6N       20250101000480100000005000 0600000000000139   
0601VDN6N       20250101000485100000005000 0600000000000149   
0601VDN6N       20250101000490100000005000 0600000000000158   
0601VDN6N       20250101000495100000005000 0600000000000170   
0601VDN6N       20250101000500100000005000 0600000000000179   
0601VDN6N       20250101000505100000005000 0600000000000188   
0601VDN6N       20250101000510100000005000 0600000000000198   
0601VDN6N       20250101000515100000005000 0600000000000210   
0601VDN6N       20250101000520100000005000 0600000000000221   
0601VDN6N       20250101000525100000005000 0600000000000232   
0601VDN6N       20250101000530100000005000 0600000000000243   
0601VDN6N       20250101000535100000005000 0600000000000256   
0601VDN6N       20250101000540100000005000 0600000000000266   
0601VDN6N       20250101000545100000005000 0600000000000276   
0601VDN6N       20250101000550100000005000 0600000000000287   
0601VDN6N       20250101000555100000005000 0600000000000298   
0601VDN6N       20250101000560100000005000 0600000000000307   
0601VDN6N       20250101000565100000005000 0600000000000317   
0601VDN6N       20250101000570100000005000 0600000000000327   
0601VDN6N       20250101000575100000005000 0600000000000339   
0601VDN6N       20250101000580100000005000 0600000000000346   
0601VDN6N       20250101000585100000005000 0600000000000352   
0601VDN6N       20250101000590100000005000 0600000000000359   
0601VDN6N       20250101000595100000005000 0600000000000366   
0601VDN6N       20250101000600100000005000 0600000000000373   
0601VDN6N       20250101000605100000005000 0600000000000379   
0601VDN6N       20250101000610100000005000 0600000000000386   
0601VDN6N       20250101000615100000005000 0600000000000394   
0601VDN6N       20250101000620100000005000 0600000000000399   
0601VDN6N       20250101000625100000005000 0600000000000407   
0601VDN6N       20250101000630100000005000 0600000000000412   
0601VDN6N       20250101000635100000005000 0600000000000419   
0601VDN6N       20250101000640100000005000 0600000000000424   
0601VDN6N       20250101000645100000005000 0600000000000432   
0601VDN6N       20250101000650100000005000 0600000000000437   
0601VDN6N       20250101000655100000005000 0600000000000443   
0601VDN6N       20250101000660100000005000 0600000000000449   
0601VDN6N       20250101000665100049335000 0600000000000450   
0601VDN7N       20250101000000100000420000 0700000000000000   
0601VDN7N       20250101000420100000005000 0700000000000008   
0601VDN7N       20250101000425100000005000 0700000000000011   
0601VDN7N       20250101000430100000005000 0700000000000014   
0601VDN7N       20250101000435100000005000 0700000000000017   
0601VDN7N       20250101000440100000005000 0700000000000022   
0601VDN7N       20250101000445100000005000 0700000000000029   
0601VDN7N       20250101000450100000005000 0700000000000035   
0601VDN7N       20250101000455100000005000 0700000000000041   
0601VDN7N       20250101000460100000005000 0700000000000047   
0601VDN7N       20250101000465100000005000 0700000000000052   
0601VDN7N       20250101000470100000005000 0700000000000060   
0601VDN7N       20250101000475100000005000 0700000000000068   
0601VDN7N       20250101000480100000005000 0700000000000075   
0601VDN7N       20250101000485100000005000 0700000000000084   
0601VDN7N       20250101000490100000005000 0700000000000091   
0601VDN7N       20250101000495100000005000 0700000000000100   
0601VDN7N       20250101000500100000005000 0700000000000109   
0601VDN7N       20250101000505100000005000 0700000000000119   
0601VDN7N       20250101000510100000005000 0700000000000130   
0601VDN7N       20250101000515100000005000 0700000000000139   
0601VDN7N       20250101000520100000005000 0700000000000149   
0601VDN7N       20250101000525100000005000 0700000000000159   
0601VDN7N       20250101000530100000005000 0700000000000168   
0601VDN7N       20250101000535100000005000 0700000000000178   
0601VDN7N       20250101000540100000005000 0700000000000186   
0601VDN7N       20250101000545100000005000 0700000000000195   
0601VDN7N       20250101000550100000005000 0700000000000204   
0601VDN7N       20250101000555100000005000 0700000000000215   
0601VDN7N       20250101000560100000005000 0700000000000224   
0601VDN7N       20250101000565100000005000 0700000000000235   
0601VDN7N       20250101000570100000005000 0700000000000244   
0601VDN7N       20250101000575100000005000 0700000000000255   
0601VDN7N       20250101000580100000005000 0700000000000260   
0601VDN7N       20250101000585100000005000 0700000000000267   
0601VDN7N       20250101000590100000005000 0700000000000272   
0601VDN7N       20250101000595100000005000 0700000000000280   
0601VDN7N       20250101000600100000005000 0700000000000285   
0601VDN7N       20250101000605100000005000 0700000000000290   
0601VDN7N       20250101000610100000005000 0700000000000297   
0601VDN7N       20250101000615100000005000 0700000000000303   
0601VDN7N       20250101000620100000005000 0700000000000309   
0601VDN7N       20250101000625100000005000 0700000000000315   
0601VDN7N       20250101000630100000005000 0700000000000319   
0601VDN7N       20250101000635100000005000 0700000000000325   
0601VDN7N       20250101000640100000005000 0700000000000330   
0601VDN7N       20250101000645100000005000 0700000000000337   
0601VDN7N       20250101000650100000005000 0700000000000342   
0601VDN7N       20250101000655100000005000 0700000000000348   
0601VDN7N       20250101000660100000005000 0700000000000353   
0601VDN7N       20250101000665100000005000 0700000000000360   
0601VDN7N       20250101000670100000005000 0700000000000367   
0601VDN7N       20250101000675100000005000 0700000000000372   
0601VDN7N       20250101000680100000005000 0700000000000380   
0601VDN7N       20250101000685100000005000 0700000000000385   
0601VDN7N       20250101000690100000005000 0700000000000392   
0601VDN7N       20250101000695100000005000 0700000000000397   
0601VDN7N       20250101000700100000005000 0700000000000405   
0601VDN7N       20250101000705100000005000 0700000000000409   
0601VDN7N       20250101000710100000005000 0700000000000414   
0601VDN7N       20250101000715100000005000 0700000000000421   
0601VDN7N       20250101000720100000005000 0700000000000426   
0601VDN7N       20250101000725100000005000 0700000000000433   
0601VDN7N       20250101000730100000005000 0700000000000437   
0601VDN7N       20250101000735100000005000 0700000000000442   
0601VDN7N       20250101000740100000005000 0700000000000449   
0601VDN7N       20250101000745100049255000 0700000000000450   
0601VDN8N       20250101000000100000445000 0800000000000000   
0601VDN8N       20250101000445100000005000 0800000000000007   
0601VDN8N       20250101000450100000005000 0800000000000009   
0601VDN8N       20250101000455100000005000 0800000000000012   
0601VDN8N       20250101000460100000005000 0800000000000016   
0601VDN8N       20250101000465100000005000 0800000000000018   
0601VDN8N       20250101000470100000005000 0800000000000024   
0601VDN8N       20250101000475100000005000 0800000000000030   
0601VDN8N       20250101000480100000005000 0800000000000036   
0601VDN8N       20250101000485100000005000 0800000000000041   
0601VDN8N       20250101000490100000005000 0800000000000046   
0601VDN8N       20250101000495100000005000 0800000000000052   
0601VDN8N       20250101000500100000005000 0800000000000058   
0601VDN8N       20250101000505100000005000 0800000000000065   
0601VDN8N       20250101000510100000005000 0800000000000074   
0601VDN8N       20250101000515100000005000 0800000000000080   
0601VDN8N       20250101000520100000005000 0800000000000088   
0601VDN8N       20250101000525100000005000 0800000000000096   
0601VDN8N       20250101000530100000005000 0800000000000103   
0601VDN8N       20250101000535100000005000 0800000000000112   
0601VDN8N       20250101000540100000005000 0800000000000121   
0601VDN8N       20250101000545100000005000 0800000000000130   
0601VDN8N       20250101000550100000005000 0800000000000140   
0601VDN8N       20250101000555100000005000 0800000000000149   
0601VDN8N       20250101000560100000005000 0800000000000158   
0601VDN8N       20250101000565100000005000 0800000000000166   
0601VDN8N       20250101000570100000005000 0800000000000174   
0601VDN8N       20250101000575100000005000 0800000000000182   
0601VDN8N       20250101000580100000005000 0800000000000188   
0601VDN8N       20250101000585100000005000 0800000000000193   
0601VDN8N       20250101000590100000005000 0800000000000197   
0601VDN8N       20250101000595100000005000 0800000000000204   
0601VDN8N       20250101000600100000005000 0800000000000209   
0601VDN8N       20250101000605100000005000 0800000000000213   
0601VDN8N       20250101000610100000005000 0800000000000217   
0601VDN8N       20250101000615100000005000 0800000000000226   
0601VDN8N       20250101000620100000005000 0800000000000231   
0601VDN8N       20250101000625100000005000 0800000000000237   
0601VDN8N       20250101000630100000005000 0800000000000242   
0601VDN8N       20250101000635100000005000 0800000000000249   
0601VDN8N       20250101000640100000005000 0800000000000254   
0601VDN8N       20250101000645100000005000 0800000000000260   
0601VDN8N       20250101000650100000005000 0800000000000267   
0601VDN8N       20250101000655100000005000 0800000000000272   
0601VDN8N       20250101000660100000005000 0800000000000277   
0601VDN8N       20250101000665100000005000 0800000000000284   
0601VDN8N       20250101000670100000005000 0800000000000289   
0601VDN8N       20250101000675100000005000 0800000000000294   
0601VDN8N       20250101000680100000005000 0800000000000301   
0601VDN8N       20250101000685100000005000 0800000000000305   
0601VDN8N       20250101000690100000005000 0800000000000310   
0601VDN8N       20250101000695100000005000 0800000000000316   
0601VDN8N       20250101000700100000005000 0800000000000321   
0601VDN8N       20250101000705100000005000 0800000000000326   
0601VDN8N       20250101000710100000005000 0800000000000332   
0601VDN8N       20250101000715100000005000 0800000000000336   
0601VDN8N       20250101000720100000005000 0800000000000341   
0601VDN8N       20250101000725100000005000 0800000000000345   
0601VDN8N       20250101000730100000005000 0800000000000351   
0601VDN8N       20250101000735100000005000 0800000000000355   
0601VDN8N       20250101000740100000005000 0800000000000360   
0601VDN8N       20250101000745100000005000 0800000000000364   
0601VDN8N       20250101000750100000005000 0800000000000370   
0601VDN8N       20250101000755100000005000 0800000000000375   
0601VDN8N       20250101000760100000005000 0800000000000381   
0601VDN8N       20250101000765100000005000 0800000000000388   
0601VDN8N       20250101000770100000005000 0800000000000393   
0601VDN8N       20250101000775100000005000 0800000000000397   
0601VDN8N       20250101000780100000005000 0800000000000405   
0601VDN8N       20250101000785100000005000 0800000000000409   
0601VDN8N       20250101000790100000005000 0800000000000415   
0601VDN8N       20250101000795100000005000 0800000000000419   
0601VDN8N       20250101000800100000005000 0800000000000426   
0601VDN8N       20250101000805100000005000 0800000000000430   
0601VDN8N       20250101000810100000005000 0800000000000435   
0601VDN8N       20250101000815100000005000 0800000000000442   
0601VDN8N       20250101000820100000005000 0800000000000446   
0601VDN8N       20250101000825100000005000 0800000000000450   
0601VDN8N       20250101000830100049170000 0800000000000450   
0601VDN9N       20250101000000100000470000 0900000000000000   
0601VDN9N       20250101000470100000005000 0900000000000005   
0601VDN9N       20250101000475100000005000 0900000000000008   
0601VDN9N       20250101000480100000005000 0900000000000011   
0601VDN9N       20250101000485100000005000 0900000000000014   
0601VDN9N       20250101000490100000005000 0900000000000016   
0601VDN9N       20250101000495100000005000 0900000000000020   
0601VDN9N       20250101000500100000005000 0900000000000025   
0601VDN9N       20250101000505100000005000 0900000000000031   
0601VDN9N       20250101000510100000005000 0900000000000036   
0601VDN9N       20250101000515100000005000 0900000000000041   
0601VDN9N       20250101000520100000005000 0900000000000046   
0601VDN9N       20250101000525100000005000 0900000000000051   
0601VDN9N       20250101000530100000005000 0900000000000056   
0601VDN9N       20250101000535100000005000 0900000000000063   
0601VDN9N       20250101000540100000005000 0900000000000070   
0601VDN9N       20250101000545100000005000 0900000000000078   
0601VDN9N       20250101000550100000005000 0900000000000084   
0601VDN9N       20250101000555100000005000 0900000000000092   
0601VDN9N       20250101000560100000005000 0900000000000098   
0601VDN9N       20250101000565100000005000 0900000000000105   
0601VDN9N       20250101000570100000005000 0900000000000113   
0601VDN9N       20250101000575100000005000 0900000000000121   
0601VDN9N       20250101000580100000005000 0900000000000126   
0601VDN9N       20250101000585100000005000 0900000000000133   
0601VDN9N       20250101000590100000005000 0900000000000138   
0601VDN9N       20250101000595100000005000 0900000000000143   
0601VDN9N       20250101000600100000005000 0900000000000148   
0601VDN9N       20250101000605100000005000 0900000000000155   
0601VDN9N       20250101000610100000005000 0900000000000159   
0601VDN9N       20250101000615100000005000 0900000000000165   
0601VDN9N       20250101000620100000005000 0900000000000169   
0601VDN9N       20250101000625100000005000 0900000000000175   
0601VDN9N       20250101000630100000005000 0900000000000179   
0601VDN9N       20250101000635100000005000 0900000000000185   
0601VDN9N       20250101000640100000005000 0900000000000190   
0601VDN9N       20250101000645100000005000 0900000000000195   
0601VDN9N       20250101000650100000005000 0900000000000199   
0601VDN9N       20250101000655100000005000 0900000000000204   
0601VDN9N       20250101000660100000005000 0900000000000209   
0601VDN9N       20250101000665100000005000 0900000000000214   
0601VDN9N       20250101000670100000005000 0900000000000218   
0601VDN9N       20250101000675100000005000 0900000000000222   
0601VDN9N       20250101000680100000005000 0900000000000229   
0601VDN9N       20250101000685100000005000 0900000000000233   
0601VDN9N       20250101000690100000005000 0900000000000237   
0601VDN9N       20250101000695100000005000 0900000000000242   
0601VDN9N       20250101000700100000005000 0900000000000247   
0601VDN9N       20250101000705100000005000 0900000000000252   
0601VDN9N       20250101000710100000005000 0900000000000259   
0601VDN9N       20250101000715100000005000 0900000000000264   
0601VDN9N       20250101000720100000005000 0900000000000269   
0601VDN9N       20250101000725100000005000 0900000000000274   
0601VDN9N       20250101000730100000005000 0900000000000281   
0601VDN9N       20250101000735100000005000 0900000000000285   
0601VDN9N       20250101000740100000005000 0900000000000291   
0601VDN9N       20250101000745100000005000 0900000000000295   
0601VDN9N       20250101000750100000005000 0900000000000300   
0601VDN9N       20250101000755100000005000 0900000000000304   
0601VDN9N       20250101000760100000005000 0900000000000311   
0601VDN9N       20250101000765100000005000 0900000000000315   
0601VDN9N       20250101000770100000005000 0900000000000320   
0601VDN9N       20250101000775100000005000 0900000000000324   
0601VDN9N       20250101000780100000005000 0900000000000329   
0601VDN9N       20250101000785100000005000 0900000000000335   
0601VDN9N       20250101000790100000005000 0900000000000340   
0601VDN9N       20250101000795100000005000 0900000000000344   
0601VDN9N       20250101000800100000005000 0900000000000348   
0601VDN9N       20250101000805100000005000 0900000000000352   
0601VDN9N       20250101000810100000005000 0900000000000358   
0601VDN9N       20250101000815100000005000 0900000000000362   
0601VDN9N       20250101000820100000005000 0900000000000366   
0601VDN9N       20250101000825100000005000 0900000000000370   
0601VDN9N       20250101000830100000005000 0900000000000374   
0601VDN9N       20250101000835100000005000 0900000000000378   
0601VDN9N       20250101000840100000005000 0900000000000383   
0601VDN9N       20250101000845100000005000 0900000000000388   
0601VDN9N       20250101000850100000005000 0900000000000393   
0601VDN9N       20250101000855100000005000 0900000000000398   
0601VDN9N       20250101000860100000005000 0900000000000402   
0601VDN9N       20250101000865100000005000 0900000000000409   
0601VDN9N       20250101000870100000005000 0900000000000414   
0601VDN9N       20250101000875100000005000 0900000000000418   
0601VDN9N       20250101000880100000005000 0900000000000423   
0601VDN9N       20250101000885100000005000 0900000000000427   
0601VDN9N       20250101000890100000005000 0900000000000434   
0601VDN9N       20250101000895100000005000 0900000000000438   
0601VDN9N       20250101000900100000005000 0900000000000442   
0601VDN9N       20250101000905100000005000 0900000000000446   
0601VDN9N       20250101000910100049090000 0900000000000450   
0601VDP1N       20250101000000100000375000 0100000000000000   
0601VDP1N       20250101000375100000005000 0100000000000005   
0601VDP1N       20250101000380100000005000 0100000000000009   
0601VDP1N       20250101000385100000005000 0100000000000012   
0601VDP1N       20250101000390100000005000 0100000000000017   
0601VDP1N       20250101000395100000005000 0100000000000025   
0601VDP1N       20250101000400100000005000 0100000000000032   
0601VDP1N       20250101000405100000005000 0100000000000038   
0601VDP1N       20250101000410100000005000 0100000000000045   
0601VDP1N       20250101000415100000005000 0100000000000056   
0601VDP1N       20250101000420100000005000 0100000000000067   
0601VDP1N       20250101000425100000005000 0100000000000074   
0601VDP1N       20250101000430100000005000 0100000000000086   
0601VDP1N       20250101000435100000005000 0100000000000097   
0601VDP1N       20250101000440100000005000 0100000000000108   
0601VDP1N       20250101000445100000005000 0100000000000122   
0601VDP1N       20250101000450100000005000 0100000000000132   
0601VDP1N       20250101000455100000005000 0100000000000144   
0601VDP1N       20250101000460100000005000 0100000000000153   
0601VDP1N       20250101000465100000005000 0100000000000164   
0601VDP1N       20250101000470100000005000 0100000000000180   
0601VDP1N       20250101000475100000005000 0100000000000192   
0601VDP1N       20250101000480100000005000 0100000000000205   
0601VDP1N       20250101000485100000005000 0100000000000216   
0601VDP1N       20250101000490100000005000 0100000000000229   
0601VDP1N       20250101000495100000005000 0100000000000244   
0601VDP1N       20250101000500100000005000 0100000000000253   
0601VDP1N       20250101000505100000005000 0100000000000266   
0601VDP1N       20250101000510100000005000 0100000000000278   
0601VDP1N       20250101000515100000005000 0100000000000291   
0601VDP1N       20250101000520100000005000 0100000000000304   
0601VDP1N       20250101000525100000005000 0100000000000320   
0601VDP1N       20250101000530100000005000 0100000000000334   
0601VDP1N       20250101000535100000005000 0100000000000344   
0601VDP1N       20250101000540100000005000 0100000000000358   
0601VDP1N       20250101000545100000005000 0100000000000370   
0601VDP1N       20250101000550100000005000 0100000000000387   
0601VDP1N       20250101000555100000005000 0100000000000401   
0601VDP1N       20250101000560100000005000 0100000000000414   
0601VDP1N       20250101000565100000005000 0100000000000430   
0601VDP1N       20250101000570100000005000 0100000000000440   
0601VDP1N       20250101000575100049425000 0100000000000450   
0601VDP2N       20250101000000100000430000 0200000000000000   
0601VDP2N       20250101000430100000005000 0200000000000006   
0601VDP2N       20250101000435100000005000 0200000000000009   
0601VDP2N       20250101000440100000005000 0200000000000012   
0601VDP2N       20250101000445100000005000 0200000000000016   
0601VDP2N       20250101000450100000005000 0200000000000021   
0601VDP2N       20250101000455100000005000 0200000000000028   
0601VDP2N       20250101000460100000005000 0200000000000033   
0601VDP2N       20250101000465100000005000 0200000000000039   
0601VDP2N       20250101000470100000005000 0200000000000045   
0601VDP2N       20250101000475100000005000 0200000000000052   
0601VDP2N       20250101000480100000005000 0200000000000061   
0601VDP2N       20250101000485100000005000 0200000000000069   
0601VDP2N       20250101000490100000005000 0200000000000076   
0601VDP2N       20250101000495100000005000 0200000000000086   
0601VDP2N       20250101000500100000005000 0200000000000094   
0601VDP2N       20250101000505100000005000 0200000000000104   
0601VDP2N       20250101000510100000005000 0200000000000115   
0601VDP2N       20250101000515100000005000 0200000000000124   
0601VDP2N       20250101000520100000005000 0200000000000133   
0601VDP2N       20250101000525100000005000 0200000000000144   
0601VDP2N       20250101000530100000005000 0200000000000154   
0601VDP2N       20250101000535100000005000 0200000000000162   
0601VDP2N       20250101000540100000005000 0200000000000172   
0601VDP2N       20250101000545100000005000 0200000000000180   
0601VDP2N       20250101000550100000005000 0200000000000193   
0601VDP2N       20250101000555100000005000 0200000000000204   
0601VDP2N       20250101000560100000005000 0200000000000213   
0601VDP2N       20250101000565100000005000 0200000000000225   
0601VDP2N       20250101000570100000005000 0200000000000235   
0601VDP2N       20250101000575100000005000 0200000000000245   
0601VDP2N       20250101000580100000005000 0200000000000254   
0601VDP2N       20250101000585100000005000 0200000000000265   
0601VDP2N       20250101000590100000005000 0200000000000273   
0601VDP2N       20250101000595100000005000 0200000000000283   
0601VDP2N       20250101000600100000005000 0200000000000293   
0601VDP2N       20250101000605100000005000 0200000000000304   
0601VDP2N       20250101000610100000005000 0200000000000314   
0601VDP2N       20250101000615100000005000 0200000000000327   
0601VDP2N       20250101000620100000005000 0200000000000337   
0601VDP2N       20250101000625100000005000 0200000000000347   
0601VDP2N       20250101000630100000005000 0200000000000357   
0601VDP2N       20250101000635100000005000 0200000000000369   
0601VDP2N       20250101000640100000005000 0200000000000378   
0601VDP2N       20250101000645100000005000 0200000000000388   
0601VDP2N       20250101000650100000005000 0200000000000397   
0601VDP2N       20250101000655100000005000 0200000000000411   
0601VDP2N       20250101000660100000005000 0200000000000421   
0601VDP2N       20250101000665100000005000 0200000000000433   
0601VDP2N       20250101000670100000005000 0200000000000443   
0601VDP2N       20250101000675100049325000 0200000000000450   
0601VDP3N       20250101000000100000480000 0300000000000000   
0601VDP3N       20250101000480100000005000 0300000000000004   
0601VDP3N       20250101000485100000005000 0300000000000006   
0601VDP3N       20250101000490100000005000 0300000000000009   
0601VDP3N       20250101000495100000005000 0300000000000013   
0601VDP3N       20250101000500100000005000 0300000000000015   
0601VDP3N       20250101000505100000005000 0300000000000019   
0601VDP3N       20250101000510100000005000 0300000000000024   
0601VDP3N       20250101000515100000005000 0300000000000029   
0601VDP3N       20250101000520100000005000 0300000000000034   
0601VDP3N       20250101000525100000005000 0300000000000040   
0601VDP3N       20250101000530100000005000 0300000000000045   
0601VDP3N       20250101000535100000005000 0300000000000049   
0601VDP3N       20250101000540100000005000 0300000000000056   
0601VDP3N       20250101000545100000005000 0300000000000064   
0601VDP3N       20250101000550100000005000 0300000000000072   
0601VDP3N       20250101000555100000005000 0300000000000079   
0601VDP3N       20250101000560100000005000 0300000000000085   
0601VDP3N       20250101000565100000005000 0300000000000092   
0601VDP3N       20250101000570100000005000 0300000000000100   
0601VDP3N       20250101000575100000005000 0300000000000110   
0601VDP3N       20250101000580100000005000 0300000000000117   
0601VDP3N       20250101000585100000005000 0300000000000126   
0601VDP3N       20250101000590100000005000 0300000000000133   
0601VDP3N       20250101000595100000005000 0300000000000142   
0601VDP3N       20250101000600100000005000 0300000000000150   
0601VDP3N       20250101000605100000005000 0300000000000159   
0601VDP3N       20250101000610100000005000 0300000000000165   
0601VDP3N       20250101000615100000005000 0300000000000174   
0601VDP3N       20250101000620100000005000 0300000000000181   
0601VDP3N       20250101000625100000005000 0300000000000188   
0601VDP3N       20250101000630100000005000 0300000000000197   
0601VDP3N       20250101000635100000005000 0300000000000207   
0601VDP3N       20250101000640100000005000 0300000000000215   
0601VDP3N       20250101000645100000005000 0300000000000225   
0601VDP3N       20250101000650100000005000 0300000000000234   
0601VDP3N       20250101000655100000005000 0300000000000242   
0601VDP3N       20250101000660100000005000 0300000000000251   
0601VDP3N       20250101000665100000005000 0300000000000260   
0601VDP3N       20250101000670100000005000 0300000000000267   
0601VDP3N       20250101000675100000005000 0300000000000276   
0601VDP3N       20250101000680100000005000 0300000000000284   
0601VDP3N       20250101000685100000005000 0300000000000293   
0601VDP3N       20250101000690100000005000 0300000000000300   
0601VDP3N       20250101000695100000005000 0300000000000309   
0601VDP3N       20250101000700100000005000 0300000000000317   
0601VDP3N       20250101000705100000005000 0300000000000327   
0601VDP3N       20250101000710100000005000 0300000000000337   
0601VDP3N       20250101000715100000005000 0300000000000347   
0601VDP3N       20250101000720100000005000 0300000000000354   
0601VDP3N       20250101000725100000005000 0300000000000364   
0601VDP3N       20250101000730100000005000 0300000000000372   
0601VDP3N       20250101000735100000005000 0300000000000381   
0601VDP3N       20250101000740100000005000 0300000000000390   
0601VDP3N       20250101000745100000005000 0300000000000399   
0601VDP3N       20250101000750100000005000 0300000000000406   
0601VDP3N       20250101000755100000005000 0300000000000416   
0601VDP3N       20250101000760100000005000 0300000000000426   
0601VDP3N       20250101000765100000005000 0300000000000435   
0601VDP3N       20250101000770100000005000 0300000000000445   
0601VDP3N       20250101000775100049225000 0300000000000450   
0601VDP4N       20250101000000100000535000 0400000000000000   
0601VDP4N       20250101000535100000005000 0400000000000004   
0601VDP4N       20250101000540100000005000 0400000000000007   
0601VDP4N       20250101000545100000005000 0400000000000009   
0601VDP4N       20250101000550100000005000 0400000000000012   
0601VDP4N       20250101000555100000005000 0400000000000015   
0601VDP4N       20250101000560100000005000 0400000000000017   
0601VDP4N       20250101000565100000005000 0400000000000022   
0601VDP4N       20250101000570100000005000 0400000000000026   
0601VDP4N       20250101000575100000005000 0400000000000030   
0601VDP4N       20250101000580100000005000 0400000000000035   
0601VDP4N       20250101000585100000005000 0400000000000040   
0601VDP4N       20250101000590100000005000 0400000000000044   
0601VDP4N       20250101000595100000005000 0400000000000048   
0601VDP4N       20250101000600100000005000 0400000000000052   
0601VDP4N       20250101000605100000005000 0400000000000059   
0601VDP4N       20250101000610100000005000 0400000000000064   
0601VDP4N       20250101000615100000005000 0400000000000070   
0601VDP4N       20250101000620100000005000 0400000000000077   
0601VDP4N       20250101000625100000005000 0400000000000083   
0601VDP4N       20250101000630100000005000 0400000000000088   
0601VDP4N       20250101000635100000005000 0400000000000095   
0601VDP4N       20250101000640100000005000 0400000000000101   
0601VDP4N       20250101000645100000005000 0400000000000109   
0601VDP4N       20250101000650100000005000 0400000000000116   
0601VDP4N       20250101000655100000005000 0400000000000125   
0601VDP4N       20250101000660100000005000 0400000000000132   
0601VDP4N       20250101000665100000005000 0400000000000139   
0601VDP4N       20250101000670100000005000 0400000000000145   
0601VDP4N       20250101000675100000005000 0400000000000154   
0601VDP4N       20250101000680100000005000 0400000000000160   
0601VDP4N       20250101000685100000005000 0400000000000167   
0601VDP4N       20250101000690100000005000 0400000000000173   
0601VDP4N       20250101000695100000005000 0400000000000181   
0601VDP4N       20250101000700100000005000 0400000000000187   
0601VDP4N       20250101000705100000005000 0400000000000193   
0601VDP4N       20250101000710100000005000 0400000000000199   
0601VDP4N       20250101000715100000005000 0400000000000209   
0601VDP4N       20250101000720100000005000 0400000000000216   
0601VDP4N       20250101000725100000005000 0400000000000224   
0601VDP4N       20250101000730100000005000 0400000000000233   
0601VDP4N       20250101000735100000005000 0400000000000241   
0601VDP4N       20250101000740100000005000 0400000000000248   
0601VDP4N       20250101000745100000005000 0400000000000257   
0601VDP4N       20250101000750100000005000 0400000000000263   
0601VDP4N       20250101000755100000005000 0400000000000271   
0601VDP4N       20250101000760100000005000 0400000000000277   
0601VDP4N       20250101000765100000005000 0400000000000286   
0601VDP4N       20250101000770100000005000 0400000000000292   
0601VDP4N       20250101000775100000005000 0400000000000299   
0601VDP4N       20250101000780100000005000 0400000000000308   
0601VDP4N       20250101000785100000005000 0400000000000314   
0601VDP4N       20250101000790100000005000 0400000000000322   
0601VDP4N       20250101000795100000005000 0400000000000331   
0601VDP4N       20250101000800100000005000 0400000000000339   
0601VDP4N       20250101000805100000005000 0400000000000347   
0601VDP4N       20250101000810100000005000 0400000000000356   
0601VDP4N       20250101000815100000005000 0400000000000364   
0601VDP4N       20250101000820100000005000 0400000000000371   
0601VDP4N       20250101000825100000005000 0400000000000378   
0601VDP4N       20250101000830100000005000 0400000000000388   
0601VDP4N       20250101000835100000005000 0400000000000394   
0601VDP4N       20250101000840100000005000 0400000000000402   
0601VDP4N       20250101000845100000005000 0400000000000408   
0601VDP4N       20250101000850100000005000 0400000000000417   
0601VDP4N       20250101000855100000005000 0400000000000424   
0601VDP4N       20250101000860100000005000 0400000000000431   
0601VDP4N       20250101000865100000005000 0400000000000439   
0601VDP4N       20250101000870100000005000 0400000000000450   
0601VDP4N       20250101000875100049125000 0400000000000450   
0601VDP5N       20250101000000100000590000 0500000000000000   
0601VDP5N       20250101000590100000005000 0500000000000005   
0601VDP5N       20250101000595100000005000 0500000000000007   
0601VDP5N       20250101000600100000005000 0500000000000009   
0601VDP5N       20250101000605100000005000 0500000000000012   
0601VDP5N       20250101000610100000005000 0500000000000014   
0601VDP5N       20250101000615100000005000 0500000000000016   
0601VDP5N       20250101000620100000005000 0500000000000018   
0601VDP5N       20250101000625100000005000 0500000000000021   
0601VDP5N       20250101000630100000005000 0500000000000025   
0601VDP5N       20250101000635100000005000 0500000000000030   
0601VDP5N       20250101000640100000005000 0500000000000034   
0601VDP5N       20250101000645100000005000 0500000000000038   
0601VDP5N       20250101000650100000005000 0500000000000042   
0601VDP5N       20250101000655100000005000 0500000000000046   
0601VDP5N       20250101000660100000005000 0500000000000049   
0601VDP5N       20250101000665100000005000 0500000000000053   
0601VDP5N       20250101000670100000005000 0500000000000058   
0601VDP5N       20250101000675100000005000 0500000000000064   
0601VDP5N       20250101000680100000005000 0500000000000069   
0601VDP5N       20250101000685100000005000 0500000000000075   
0601VDP5N       20250101000690100000005000 0500000000000081   
0601VDP5N       20250101000695100000005000 0500000000000086   
0601VDP5N       20250101000700100000005000 0500000000000091   
0601VDP5N       20250101000705100000005000 0500000000000097   
0601VDP5N       20250101000710100000005000 0500000000000102   
0601VDP5N       20250101000715100000005000 0500000000000109   
0601VDP5N       20250101000720100000005000 0500000000000116   
0601VDP5N       20250101000725100000005000 0500000000000123   
0601VDP5N       20250101000730100000005000 0500000000000129   
0601VDP5N       20250101000735100000005000 0500000000000136   
0601VDP5N       20250101000740100000005000 0500000000000143   
0601VDP5N       20250101000745100000005000 0500000000000149   
0601VDP5N       20250101000750100000005000 0500000000000155   
0601VDP5N       20250101000755100000005000 0500000000000162   
0601VDP5N       20250101000760100000005000 0500000000000168   
0601VDP5N       20250101000765100000005000 0500000000000174   
